title,Avg_salary,State,job_category,salary_year
Pinterest ,"$139,722 per year",US,Data Scientist,"$139,722 "
University of California Los Angeles ,"$79,447 per year",US,Data Scientist,"$79,447 "
NJF Global Holdings Ltd ,"$152,484 per year",US,Data Scientist,"$152,484 "
A9.com ,"$152,196 per year",US,Data Scientist,"$152,196 "
NITYO INFOTECH ,"$115,317 per year",US,Data Scientist,"$115,317 "
Roc Search ,"$91,935 per year",US,Data Scientist,"$91,935 "
Tesla ,"$113,850 per year",US,Data Scientist,"$113,850 "
Pinnacle Partners ,"$126,851 per year",US,Data Scientist,"$126,851 "
CCC Information Services Inc. ,"$73,776 per year",US,Data Scientist,"$73,776 "
IITS ,"$117,012 per year",US,Data Scientist,"$117,012 "
The laSalle Network ,"$114,741 per year",US,Data Scientist,"$114,741 "
Talsco Network ,"$141,112 per year",US,Data Scientist,"$141,112 "
Rsrit ,"$150,000 per year",US,Data Scientist,"$150,000 "
Moxie Recruiting - Client ,"$140,000 per year",US,Data Scientist,"$140,000 "
Workday ,"$116,071 per year",US,Data Scientist,"$116,071 "
Generis Tek Inc. ,"$130,736 per year",US,Data Scientist,"$130,736 "
Harvey Nash ,"$139,053 per year",US,Data Scientist,"$139,053 "
Deployment Staffing ,"$100,000 per year",US,Data Scientist,"$100,000 "
Colaberry ,"$105,119 per year",US,Data Scientist,"$105,119 "
360i LLC ,"$108,039 per year",US,Data Scientist,"$108,039 "
Trinity Global Tech Inc ,"$120,000 per year",US,Data Scientist,"$120,000 "
Huxley IT ,"$150,303 per year",US,Data Scientist,"$150,303 "
Electronic Arts ,"$124,945 per year",US,Data Scientist,"$124,945 "
Blizzard Entertainment ,"$127,309 per year",US,Data Scientist,"$127,309 "
System One ,"$120,039 per year",US,Data Scientist,"$120,039 "
BICP ,"$139,871 per year",US,Data Scientist,"$139,871 "
Metasense ,"$121,536 per year",US,Data Scientist,"$121,536 "
Test yantra software solutions ,"$110,000 per year",US,Data Scientist,"$110,000 "
SysMind ,"$89,187 per year",US,Data Scientist,"$89,187 "
Akamai Technologies ,"$100,172 per year",US,Data Scientist,"$100,172 "
PSM Partners ,"$120,000 per year",US,Data Scientist,"$120,000 "
"eHire, LLC ","$150,000 per year",US,Data Scientist,"$150,000 "
CDP ,"$173,851 per year",US,Data Scientist,"$173,851 "
TechPerm ,"$124,145 per year",US,Data Scientist,"$124,145 "
Tekdevs ,"$150,000 per year",US,Data Scientist,"$150,000 "
Medtronic ,"$86,420 per year",US,Data Scientist,"$86,420 "
AppZen ,"$91,455 per year",US,Data Scientist,"$91,455 "
Execu|Search ,"$158,193 per year",US,Data Scientist,"$158,193 "
Maania ,"$120,000 per year",US,Data Scientist,"$120,000 "
Michael Page US ,"$101,369 per year",US,Data Scientist,"$101,369 "
Libra Management Solutions ,"$130,000 per year",US,Data Scientist,"$130,000 "
"Miracle Software Systems,Inc ","$120,000 per year",US,Data Scientist,"$120,000 "
"CSC Holdings, LLC ","$88,524 per year",US,Data Scientist,"$88,524 "
Intechriti ,"$178,053 per year",US,Data Scientist,"$178,053 "
United States Department Of Defense ,"$111,933 per year",US,Data Scientist,"$111,933 "
Department of Homeland Security ,"$124,002 per year",US,Data Scientist,"$124,002 "
Smith and Keller ,"$131,780 per year",US,Data Scientist,"$131,780 "
"Supply Frame, Inc. ","$112,195 per year",US,Data Scientist,"$112,195 "
Next Step Systems ,"$98,058 per year",US,Data Scientist,"$98,058 "
Next Generation Recruitment & Staffing Agency ,"$135,000 per year",US,Data Scientist,"$135,000 "
AA Search ,"$139,834 per year",US,Data Scientist,"$139,834 "
Venturi Group ,"$203,811 per year",US,Data Scientist,"$203,811 "
Chegg ,"$129,579 per year",US,Data Scientist,"$129,579 "
Careerbuilder ,"$89,429 per year",US,Data Scientist,"$89,429 "
BlueOptima ,"$66,169 per year",US,Data Scientist,"$66,169 "
University of Virginia Health System ,"$103,861 per year",US,Data Scientist,"$103,861 "
Saviance Technologies ,"$105,391 per year",US,Data Scientist,"$105,391 "
Nelson Staffing ,"$121,578 per year",US,Data Scientist,"$121,578 "
Robert Half ,"$105,208 per year",US,Data Scientist,"$105,208 "
The Hanover Insurance Group ,"$82,309 per year",US,Data Scientist,"$82,309 "
Parallel HR ,"$134,448 per year",US,Data Scientist,"$134,448 "
Juno Search Partners ,"$43,402 per year",US,Data Scientist,"$43,402 "
Enterprise Integration ,"$140,756 per year",US,Data Scientist,"$140,756 "
"Tapjoy, Inc. ","$131,752 per year",US,Data Scientist,"$131,752 "
MaxPoint ,"$97,844 per year",US,Data Scientist,"$97,844 "
NUTECH ,"$130,000 per year",US,Data Scientist,"$130,000 "
Bayone solutions ,"$160,000 per year",US,Data Scientist,"$160,000 "
Smith Arnold Partners ,"$130,269 per year",US,Data Scientist,"$130,269 "
Curio - A Collection by Hilton ,"$71,959 per year",US,Data Scientist,"$71,959 "
Capitalogix Trading LP ,"$79,152 per year",US,Data Scientist,"$79,152 "
"Uhana, Inc. ","$107,471 per year",US,Data Scientist,"$107,471 "
Kogentix Inc. ,"$82,159 per year",US,Data Scientist,"$82,159 "
Source Coders ,"$175,899 per year",US,Data Scientist,"$175,899 "
Washington Defense Corporation ,"$151,753 per year",US,Data Scientist,"$151,753 "
CPS Recruitment ,"$155,999 per year",US,Data Scientist,"$155,999 "
Scienaptic Systems Inc ,"$99,617 per year",US,Data Scientist,"$99,617 "
Ecom Recruitment ,"$133,497 per year",US,Data Scientist,"$133,497 "
GSR Technologies Inc. ,"$77,725 per year",US,Data Scientist,"$77,725 "
Brilent ,"$130,000 per year",US,Data Scientist,"$130,000 "
Correlation One ,"$130,646 per year",US,Data Scientist,"$130,646 "
"Solutions Drive,LLC ","$174,715 per year",US,Data Scientist,"$174,715 "
atriait ,"$75,000 per year",US,Data Scientist,"$75,000 "
Ind Hr Solution ,"$70,000 per year",US,Data Scientist,"$70,000 "
Vantiv LLC ,"$90,641 per year",US,Data Scientist,"$90,641 "
ALTX ,"$140,000 per year",US,Data Scientist,"$140,000 "
ProductBio ,"$60,000 per year",US,Data Scientist,"$60,000 "
"Infor (US), Inc. ","$105,323 per year",US,Data Scientist,"$105,323 "
Roberts Recruiting ,"$132,818 per year",US,Data Scientist,"$132,818 "
Data Talent ,"$181,063 per year",US,Data Scientist,"$181,063 "
AOL Advertising Inc. ,"$65,902 per year",US,Data Scientist,"$65,902 "
Lawrence Harvey IT & Change ,"$123,374 per year",US,Data Scientist,"$123,374 "
SNE ,"$220,000 per year",US,Data Scientist,"$220,000 "
Ascendo Resources ,"$150,063 per year",US,Data Scientist,"$150,063 "
"Computer Enterprises, Inc. (CEI) ","$135,758 per year",US,Data Scientist,"$135,758 "
District of Columbia ,"$87,907 per year",US,Data Scientist,"$87,907 "
"Machine Zone, Inc. ","$106,178 per year",US,Data Scientist,"$106,178 "
The Centrics Group ,"$105,071 per year",US,Data Scientist,"$105,071 "
Adroit Resources Inc. ,"$190,000 per year",US,Data Scientist,"$190,000 "
NextPhase Recruiting ,"$155,876 per year",US,Data Scientist,"$155,876 "
RecruitingScience ,"$175,000 per year",US,Data Scientist,"$175,000 "
Redfin Corporation ,"$132,128 per year",US,Data Scientist,"$132,128 "
AppleOne ,"$140,565 per year",US,Data Scientist,"$140,565 "
SAP ,"$123,331 per year",US,Data Scientist,"$123,331 "
University of Kentucky ,"$70,147 per year",US,Data Scientist,"$70,147 "
InfoStaff ,"$112,117 per year",US,Data Scientist,"$112,117 "
Net-Consultants ,"$154,518 per year",US,Data Scientist,"$154,518 "
Elevate Recruiting Group ,"$170,000 per year",US,Data Scientist,"$170,000 "
Lunar Digital Assets ,"$111,511 per year",US,Data Scientist,"$111,511 "
SnapStrat Inc ,"$118,983 per year",US,Data Scientist,"$118,983 "
Gridiron IT Solutions ,"$139,908 per year",US,Data Scientist,"$139,908 "
"Quora, Inc. ","$146,695 per year",US,Data Scientist,"$146,695 "
Our client a leading Media House in United States ,"$120,000 per year",US,Data Scientist,"$120,000 "
Brooklyn Data Science ,"$100,000 per year",US,Data Scientist,"$100,000 "
Cuberon ,"$100,000 per year",US,Data Scientist,"$100,000 "
Pathfinder Search Group ,"$100,000 per year",US,Data Scientist,"$100,000 "
"Advertex Communications, Inc. ","$121,613 per year",US,Data Scientist,"$121,613 "
Assero Services ,"$40,000 per year",US,Data Scientist,"$40,000 "
"Kennedy Unlimited Inc, Professional Staffing ","$135,875 per year",US,Data Scientist,"$135,875 "
Bridge Noble ,"$126,061 per year",US,Data Scientist,"$126,061 "
Berg LLC ,"$89,567 per year",US,Data Scientist,"$89,567 "
PMES ,"$151,365 per year",US,Data Scientist,"$151,365 "
State Street Corporation. ,"$105,742 per year",US,Data Scientist,"$105,742 "
Radar Staffing ,"$152,926 per year",US,Data Scientist,"$152,926 "
Camden Kelly Corporation ,"$94,183 per year",US,Data Scientist,"$94,183 "
Randstad Professionals ,"$84,323 per year",US,Data Scientist,"$84,323 "
University of Colorado ,"$74,548 per year",US,Data Scientist,"$74,548 "
"TrueCar, Inc. ","$110,889 per year",US,Data Scientist,"$110,889 "
Credit Karma ,"$136,587 per year",US,Data Scientist,"$136,587 "
"OpenTable, Inc. ","$165,414 per year",US,Data Scientist,"$165,414 "
"Liberty Mutual Group, Inc. ","$112,180 per year",US,Data Scientist,"$112,180 "
Providence Partners ,"$100,000 per year",US,Data Scientist,"$100,000 "
"PF1Professional Services, Inc. ","$157,081 per year",US,Data Scientist,"$157,081 "
"GoDaddy.com, LLC ","$141,159 per year",US,Data Scientist,"$141,159 "
Elevano ,"$144,112 per year",US,Data Scientist,"$144,112 "
Department of Transportation ,"$89,536 per year",US,Data Scientist,"$89,536 "
Zynga ,"$134,023 per year",US,Data Scientist,"$134,023 "
ConSol Partners ,"$157,268 per year",US,Data Scientist,"$157,268 "
The Hartford Financial Services ,"$98,224 per year",US,Data Scientist,"$98,224 "
"Thumbtack, Inc. ","$148,341 per year",US,Data Scientist,"$148,341 "
Audible ,"$125,936 per year",US,Data Scientist,"$125,936 "
Eliassen Group ,"$132,961 per year",US,Data Scientist,"$132,961 "
"Horn Solutions, Inc. ","$105,000 per year",US,Data Scientist,"$105,000 "
Princeton Consulting ,"$153,102 per year",US,Data Scientist,"$153,102 "
HomeAway ,"$117,906 per year",US,Data Scientist,"$117,906 "
TekVizor ,"$220,915 per year",US,Data Scientist,"$220,915 "
"xAD, Inc. ","$113,822 per year",US,Data Scientist,"$113,822 "
Remedy Intelligent Staffing ,"$96,708 per year",US,Data Scientist,"$96,708 "
"EXI, inc. ","$182,730 per year",US,Data Scientist,"$182,730 "
eHire ,"$150,000 per year",US,Data Scientist,"$150,000 "
FBI ,"$113,281 per year",US,Data Scientist,"$113,281 "
JBCHoldings LLC ,"$104,881 per year",US,Data Scientist,"$104,881 "
NPAworldwide Recruitment Network ,"$156,056 per year",US,Data Scientist,"$156,056 "
Atomic Mole ,"$100,000 per year",US,Data Scientist,"$100,000 "
MedDx ,"$140,000 per year",US,Data Scientist,"$140,000 "
", Artificial Intelligence ","$150,000 per year",US,Data Scientist,"$150,000 "
Aerotek ,"$162,381 per year",US,Data Scientist,"$162,381 "
Venture Funded Silicon Valley Startup ,"$106,124 per year",US,Data Scientist,"$106,124 "
Perspective Talent ,"$110,000 per year",US,Data Scientist,"$110,000 "
"ID Analytics, LLC ","$103,297 per year",US,Data Scientist,"$103,297 "
JBS Technologies ,"$130,000 per year",US,Data Scientist,"$130,000 "
Partners HealthCare(PHS) ,"$91,538 per year",US,Data Scientist,"$91,538 "
John Hancock ,"$115,882 per year",US,Data Scientist,"$115,882 "
Kapital Data Corp ,"$155,303 per year",US,Data Scientist,"$155,303 "
Factspan Analytics Pvt Ltd ,"$70,000 per year",US,Data Scientist,"$70,000 "
Soothe Inc ,"$121,141 per year",US,Data Scientist,"$121,141 "
"TW STAFFING SOLUTIONS,INC ","$173,241 per year",US,Data Scientist,"$173,241 "
Michael Resource Group LLC ,"$210,000 per year",US,Data Scientist,"$210,000 "
Pitisci & Associates ,"$134,174 per year",US,Data Scientist,"$134,174 "
HSF Consulting ,"$160,000 per year",US,Data Scientist,"$160,000 "
University of Wisconsin–Madison ,"$54,215 per year",US,Data Scientist,"$54,215 "
Memorial Sloan Kettering ,"$122,887 per year",US,Data Scientist,"$122,887 "
Fuse3 Solutions ,"$74,342 per year",US,Data Scientist,"$74,342 "
"Pivotal Software, Inc. ","$136,551 per year",US,Data Scientist,"$136,551 "
The Big Game Hunter ,"$153,682 per year",US,Data Scientist,"$153,682 "
Ninjob | Employment Marketing ,"$144,770 per year",US,Data Scientist,"$144,770 "
"Pharmaceutical Research Associates, Inc. ","$118,610 per year",US,Data Scientist,"$118,610 "
"HERE North America, LLC ","$93,774 per year",US,Data Scientist,"$93,774 "
"Titan Technologies, Inc. ","$141,200 per year",US,Data Scientist,"$141,200 "
AbsolutData Research & Analytics ,"$80,000 per year",US,Data Scientist,"$80,000 "
Certus Solutions LLC ,"$119,673 per year",US,Data Scientist,"$119,673 "
"Mordue, Allen, Roberts, Bonney, Ltd ","$159,481 per year",US,Data Scientist,"$159,481 "
Opus Recruitment Solutions Ltd ,"$110,718 per year",US,Data Scientist,"$110,718 "
Federal Government Jobs ,"$114,062 per year",US,Data Scientist,"$114,062 "
Genie Matthews & Associates ,"$97,635 per year",US,Data Scientist,"$97,635 "
MyFitnessPal ,"$145,667 per year",US,Data Scientist,"$145,667 "
SLAIT Consulting ,"$121,608 per year",US,Data Scientist,"$121,608 "
University at Buffalo ,"$57,689 per year",US,Data Scientist,"$57,689 "
"Agilone, Inc. ","$99,875 per year",US,Data Scientist,"$99,875 "
Ambrosia Infotech ,"$144,230 per year",US,Data Scientist,"$144,230 "
eNamix Inc. ,"$163,982 per year",US,Data Scientist,"$163,982 "
Snap ,"$103,578 per year",US,Data Scientist,"$103,578 "
"Phil Ellis Associates, Inc ","$166,611 per year",US,Data Scientist,"$166,611 "
motion ,"$139,696 per year",US,Data Scientist,"$139,696 "
Resourcehunt group ,"$104,881 per year",US,Data Scientist,"$104,881 "
Riot Games ,"$115,410 per year",US,Data Scientist,"$115,410 "
Lending Club ,"$114,321 per year",US,Data Scientist,"$114,321 "
KirkSearch ,"$145,611 per year",US,Data Scientist,"$145,611 "
"Fuzzy Logix, LLC ","$75,000 per year",US,Data Scientist,"$75,000 "
Tandem Recruiting Group ,"$153,347 per year",US,Data Scientist,"$153,347 "
Gateway Recruiting ,"$150,511 per year",US,Data Scientist,"$150,511 "
Kayak Software Corporation ,"$121,567 per year",US,Data Scientist,"$121,567 "
"GATE Staffing, LLC ","$130,000 per year",US,Data Scientist,"$130,000 "
Sarian Solutions ,"$90,000 per year",US,Data Scientist,"$90,000 "
Orbitz Travel ,"$80,605 per year",US,Data Scientist,"$80,605 "
"On Deck Capital, Inc. ","$83,620 per year",US,Data Scientist,"$83,620 "
"HOTWIRE, INC. ","$86,196 per year",US,Data Scientist,"$86,196 "
Oportun ,"$167,530 per year",US,Data Scientist,"$167,530 "
3sixtyHR ,"$98,737 per year",US,Data Scientist,"$98,737 "
Acumenjobs ,"$50,000 per year",US,Data Scientist,"$50,000 "
RAZR Solutions ,"$85,855 per year",US,Data Scientist,"$85,855 "
NewCareers ,"$145,913 per year",US,Data Scientist,"$145,913 "
"Catalyst USAOF, INC. ","$100,000 per year",US,Data Scientist,"$100,000 "
"Hamilton Technical Personnel, Inc. ","$194,029 per year",US,Data Scientist,"$194,029 "
Fawkes IDM ,"$110,615 per year",US,Data Scientist,"$110,615 "
"x.ai, Inc. ","$106,370 per year",US,Data Scientist,"$106,370 "
National Geospatial-Intelligence Agency ,"$95,385 per year",US,Data Scientist,"$95,385 "
"Metromile, Inc. ","$147,052 per year",US,Data Scientist,"$147,052 "
DataRobot Inc. ,"$157,196 per year",US,Data Scientist,"$157,196 "
Mesh Recruiting ,"$90,000 per year",US,Data Scientist,"$90,000 "
"Savi Technology, Inc. ","$101,530 per year",US,Data Scientist,"$101,530 "
TERADEEP INC. ,"$138,593 per year",US,Data Scientist,"$138,593 "
Simility ,"$60,000 per year",US,Data Scientist,"$60,000 "
Rentrak ,"$80,642 per year",US,Data Scientist,"$80,642 "
Starbridge Partners (On Behalf of Client) ,"$136,344 per year",US,Data Scientist,"$136,344 "
"Avant, Inc. ","$98,831 per year",US,Data Scientist,"$98,831 "
Direct Hire Pros ,"$147,078 per year",US,Data Scientist,"$147,078 "
Test Yantra Software Solutions (India) Private Limited ,"$105,887 per year",US,Data Scientist,"$105,887 "
#1 Audience AD Targeting Coompany ,"$193,938 per year",US,Data Scientist,"$193,938 "
SEP BOS ,"$122,226 per year",US,Data Scientist,"$122,226 "
"Brillio, LLC ","$71,478 per year",US,Data Scientist,"$71,478 "
Genesis Global Management Corporation ,"$137,296 per year",US,Data Scientist,"$137,296 "
Coursera Inc. ,"$146,592 per year",US,Data Scientist,"$146,592 "
Liberty Personnel Services ,"$128,388 per year",US,Data Scientist,"$128,388 "
ServiceNow ,"$100,192 per year",US,Data Scientist,"$100,192 "
405labs Inc. ,"$90,000 per year",US,Data Scientist,"$90,000 "
Huxley Supply Chain ,"$166,969 per year",US,Data Scientist,"$166,969 "
Flyr ,"$109,514 per year",US,Data Scientist,"$109,514 "
"YELLOWPAGES.COM, LLC ","$105,147 per year",US,Data Scientist,"$105,147 "
Salt Search ,"$133,239 per year",US,Data Scientist,"$133,239 "
Knowledgent Group Inc. ,"$119,166 per year",US,Data Scientist,"$119,166 "
"StubHub, Inc. ","$137,218 per year",US,Data Scientist,"$137,218 "
"Max Populi, LLC ","$177,285 per year",US,Data Scientist,"$177,285 "
Starbucks ,"$109,368 per year",US,Data Scientist,"$109,368 "
Joule Scientific ,"$46,800 per year",US,Data Scientist,"$46,800 "
MD Insider ,"$115,000 per year",US,Data Scientist,"$115,000 "
Scott L Page & Associates ,"$169,564 per year",US,Data Scientist,"$169,564 "
Pddninc ,"$101,944 per year",US,Data Scientist,"$101,944 "
"Simulmedia, Inc. ","$92,626 per year",US,Data Scientist,"$92,626 "
Hanover Group ,"$113,982 per year",US,Data Scientist,"$113,982 "
synchrony ,"$94,592 per year",US,Data Scientist,"$94,592 "
Jet Propulsion Laboratory ,"$110,710 per year",US,Data Scientist,"$110,710 "
[24]7 Inc. ,"$117,302 per year",US,Data Scientist,"$117,302 "
Live Nation ,"$123,431 per year",US,Data Scientist,"$123,431 "
Career Strategies ,"$184,677 per year",US,Data Scientist,"$184,677 "
MMT ,"$159,834 per year",US,Data Scientist,"$159,834 "
"Zenith Systems, Inc. ","$126,937 per year",US,Data Scientist,"$126,937 "
Chicago Mercantile Exchange Inc. ,"$107,853 per year",US,Data Scientist,"$107,853 "
"Gunther Douglas, Inc. ","$111,206 per year",US,Data Scientist,"$111,206 "
Career Techniques ,"$137,456 per year",US,Data Scientist,"$137,456 "
Providence Partners & Associates ,"$100,000 per year",US,Data Scientist,"$100,000 "
Umpqua Bank ,"$126,671 per year",US,Data Scientist,"$126,671 "
Dropbox ,"$126,782 per year",US,Data Scientist,"$126,782 "
Bridge Search Associates ,"$200,720 per year",US,Data Scientist,"$200,720 "
"Agile Enterprise Solutions, Inc. ","$128,591 per year",US,Data Scientist,"$128,591 "
"RightStaff, Inc. ","$121,975 per year",US,Data Scientist,"$121,975 "
"Natera, Inc. ","$107,382 per year",US,Data Scientist,"$107,382 "
AVISPA LLC ,"$109,849 per year",US,Data Scientist,"$109,849 "
Alorica ,"$63,891 per year",US,Data Scientist,"$63,891 "
Precision Solutions ,"$122,629 per year",US,Data Scientist,"$122,629 "
